description,target
sourcing projects access,0
issue with ip,0
one bms - east access request,0
oem13c agent preparation for server: ftdcsldracdb0019.ftiz.cummins.com,0
\\xinrswputil01\cn.wux.newage\localsharedfolders\finance,0
\\xinrswputil01\cn.wux.newage\localsharedfolders\finance_chinaapac,0
\\ceciswputil01\cn.bei.rch\localsharedfolders\ces_reliability,0
\\xinrswputil01\cn.wux.newage\localsharedfolders\qa_testreport,0
\\xinrswputil01\cn.wux.newage\localsharedfolders\qa,0
\\xinrswputil01\cn.wux.newage\localsharedfolders\engineering_public,0
"port closing for ccal-936s3s and cbhi-ag6d5p approved

see approval database for details.",0
"modification to  dcdn-bcehkl:  approved
see approval database for details.",0
"port closure dcdn-bclr79:  approved
see approval database for details.",0
request no: cidm-bcl8r6,0
request no: cidm-bcl92d,0
"port closure dcdn-bcmhbd:  approved
see approval database for details.",0
completed- waiting for task close-support request for a server,0
oem13c agent preparation for server: ftdcssscgt6001.ftdc.cummins.com,0
please create ssl certificate for request number : 10599,0
pr693 : sw install request cmi-694313,0
pb795 microsoft outlook access request,0
build - 81728,0
build - 81729,0
build - 81730,0
##info##support request for a server,0
please create ssl certificate for request number : 10614,0
please create ssl certificate for request number : 10613,0
##build sclpcblapp5001##support request for a server,0
please create ssl certificate for request number : 10616,0
please create ssl certificate for request number : 10615,0
please create ssl certificate for request number : 10617,0
please create ssl certificate for request number : 10618,0
windows: request no: cidm-bc6kgu,0
please create ssl certificate for request number : 10621,0
oem13c agent preparation for server: ftdcslsdb0054.ftiz.cummins.com,0
unix : webparts request,0
build - 81727,0
appworx: extended coverage warranty (ecw) - web request,0
itservicecatalog request,0
please create ssl certificate for request number : 10591,0
bi -â via workflowâ e03d9039-1758-4755-bc92-de0b1e5b48a7,0
"modification to  dcdn-ba6qat:  approved 
see approval database for details.",0
please create ssl certificate for request number : 10609,0
please create ssl certificate for request number : 10610,0
ebu information security training access request,0
bi -â via workflowâ da4550a5-fd65-47f4-87cb-60f86cdb8327,0
##build acixzprd6001##support request for a server,0
please create ssl certificate for request number : 10608,0
please create ssl certificate for request number : 10611,0
safenet multifactor authentication access request,0
please create ssl certificate for request number : 10598,0
request no: cidm-bcea7f,0
request no: cidm-bcnffb,0
request no: cidm-bcpmxr,0
request no: cidm-bbpfeq,0
request no: cidm-bbq8tg,0
request no: cidm-bbq8w5,0
request no: cidm-bbyflu,0
request no: cidm-bbyfqn,0
request no: cidm-bbyfsf,0
appworx: one bms - western canada access request,0
windows:create ad account,0
web:distribution product compliance application (dpca) access request,0
windows:request for server configuration upgrade. server: sewaweb0002. please do the needful.,0
server reset request,0
need to find server owner for new elevated access request,0
wwid =gl347 req#34738 cat#:new requirement sub-cat#:voip phone,0
bi -â via workflowâ 33d7c446-660f-497c-95f7-c34da1c1fe62,0
"port openings for sady-bcgq8e
reference approved details in approvals database",0
chemlab web application access request,0
windows:request no: cidm-bcfeez,0
redirected,0
oem13c agent preparation for server: ftdcslsdb0053.ftiz.cummins.com,0
pa607 : sw install request cmi-702486,0
appworx:itservicecatalog request,0
"port opening dcdn-bcplge:  approved
see approval database for details.",0
hi236 grant or modify access to an existing file share,0
fixed account(fa) request,0
training access request,0
unix: request for server configuration upgrade. server: ftdcslddb583. please do the needful.,0
web:cpt stage issue,0
"port openings for dcdn-ahnq5z
reference approved details in approvals database",0
\\cidcsdfs01\ebu_data01$\nactgx\depts\d0900724,0
web: please create ssl certificate for request number : 10620,0
request no: cidm-bc6kvh,0
wwid change,0
"modification to port opening dcdn-bccjaq:  approved
see approval database for details.",0
unix:request for server configuration upgrade. server: ftdcslpinf0068. please do the needful.,0
"port opening dcdn-bcnksd:  approved
see approval database for details.",0
build #support request for a server 81680,0
qj174 support request for a lotus notes application/database,0
po459 : sw install request cmi-702667,0
"port opening dcdn-bclje2:  approved
see approval database for details.",0
red prairie warehouse management system ( mechelin- rumst ) access request,0
rc bc setup needed,0
unix:local printer,0
#build#support request for a server 81584,0
notes-pga folders access request,0
dbu fc reporting request,0
"modification to  dcdn-alphqx: approved
see approval database for details.",0
windows: request no: cidm-bc6krf,0
"port opening dcdn-bctp6t:  approved
see approval database for details.",0
"port opening dcdn-bcppaa:  approved
see approval database for details.",0
"renewal of port opening jhnl-a33fc3:   approved
see approval database for details.",0
"port opening dcdn-bcngab:  approved
see approval database for details.",0
"port opening dcdn-bcnl3a:  approved
see approval database for details.",0
qa550 : sw install request cmi-705426,0
windows:database server is going to decommission. please check,0
windows: change dns input,0
windows: internet-network infrastructure support request,0
"port opening dcdn-bcpgmq:  approved
see approval database for details.",0
onebms,0
pr156 : sw install request cmi-700024,0
server storage allocationwindows,0
nn232 support request for a lotus notes application/database,0
request for server configuration upgrade. server: acdcslpdb620. please do the needful.,0
"port closing for jhnl-9kcpt5:  approved
see approval database for details.",0
unix: oem13c agent preparation for server: ftdcslddb0046.ftiz.cummins.com,0
unix: oem13c agent preparation for server: ftdcslsdb0055.ftiz.cummins.com,0
doa request,0
cd167 : sw install request cmi-702885,0
windows : remove access from an existing file share,0
ip : network infrastructure support request,0
windows:special backup needed,0
fi025 : sw install request cmi-704660,0
cm328 : sw install request cmi-702745,0
budget holder request,0
web:vertex request,0
"renewal of gwet-abesfv:  approved
see approval database for details.",0
"port opening dcdn-bctl6j:  approved
see approval database for details.",0
cummins.com - australia access request,0
please assigned this work order to outlook team,0
rg609 : sw install request cmi-706432,0
can't find shared file path issue,0
parts and services - pbi access request,0
rg356 : sw install request cmi-706387,0
windows : : file share ownership change,0
windows: restore a network file or directory ânot m: or k: drive,0
shared file access issue,0
request no: cidm-bbjdra,0
obiee - cpg china access request,0
request no: cidm-bbjdsl,0
request no: cidm-bbjdu2,0
request no: cidm-bbpf6w,0
request no: cidm-bbpfa7,0
request no: cidm-bbq8s9,0
\\dyaxswpfile01\cn.shy.dya\localsharedfolders\fin_conf,0
bi -â via workflowâ 956edea9-9176-4959-a0c4-3d5587915c1d,0
bi -â via workflowâ cf8d4153-754c-48bb-b06a-0c1bad998bf4,0
bi -â via workflowâ e0c0445e-a08c-4069-a5e8-18c9d7a6c5cf,0
unix:request for server configuration upgrade. server: ftdcslsgomsdb488. please do the needful.,0
ebu - dep demand & supply chain transformation (dsct) access request,0
windows:new elevated access request ticket,0
wwid =qa424 req#34730 cat#:new requirement sub-cat#:voip phone,0
wwid =qa603 req#34729 cat#:new requirement sub-cat#:voip phone,0
please add us.col.ctc_l_ldapctg_cm_read_execute,0
windows:register avamar,0
"port opening dcdn-bctjha:  approved for 2 months 
see approval database for details.",0
ne296 laxmi a vaidya notes-six sigma lotus notes access request,0
rfa reports issue,0
wwid =lc764 req#34772 cat#:surrender sub-cat#:voip phone  912067069682,0
"port opening dcdn-bctjpw:  approved
see approval database for details.",0
web: ldap access request,0
web : pgbu - mr warranty request,0
"modification to  sady-bcck4m: approved
see approval database for details.",0
"port openings for sady-bc6kh6
reference approved details in approvals database",0
ariba ondemand access request cpo,0
wwid =ot252 req#34787 cat#:surrender sub-cat#:voip phone  2067067296,0
windows:request no: cidm-bbsnbq,0
windows:request no: cidm-bcuk9d,0
windows:request no: cidm-bcukk9,0
bi -â via workflowâ c2ad19ea-4bef-4c79-9b9a-a01b8364ba08,0
wwid =kv827 req#34814 cat#:surrender sub-cat#:voip phone  2067067353,0
wwid =hw818 req#34825 cat#:surrender sub-cat#:voip phone  2067069946,0
web: please create ssl certificate for request number : 10624,0
bi -â via workflowâ 3a50acf5-3905-485d-a6d2-c286115b21b4,0
wwid =np608 req#34836 cat#:surrender sub-cat#:voip phone  2067068647,0
please create ssl certificate for request number : 10623,0
unix:request for server configuration upgrade. server: ftdcsldplmdb0011. please do the needful.,0
unix:request for server configuration upgrade. server: acdcslpplmweb0005. please do the needful.,0
unix:request for server configuration upgrade. server: acdcslpweb690. please do the needful.,0
on516 ced popup utility access request,0
windows:request no: cidm-bcsglq,0
request for server configuration upgrade. server: ftdcslpweb422. please do the needful.,0
quickserve request,0
lm397 grant or modify access to an existing file share,0
og187 : sw install request cmi-697490,0
"security exception dcdn-bcvslh:  approved
see approval database for details.",0
og187 : sw install request cmi-706446,0
desktop device related request - perth user extension reassignment,0
microsoft power apps access request,0
web:notes-ldap extention import request,0
web:speed request,0
web:it time track request,0
"port opening dcdn-bcvsd6:  approved
see approval database for details.",0
web:product registration request,0
rg392 : sw install request cmi-706814,0
as400:movex argentina request,0
web: please extend the password expiry date to 1 year,0
internet-web:websphere access request,0
build-81750,0
build-81751,0
appworx: websphere access request,0
unix:request for server configuration upgrade. server: acdcslputil0004. please do the needful.,0
appworx: global engine tracking system (gets) request,0
appworx:wwkitting request,0
web: engine performance and test(epat web) request,0
hi:oracle business intelligence enterprise edition (obiee) request,0
web: please bring down the tomcat server for linux patching activity,0
windows:request no: cidm-bctdnm,0
appworx: support request for a server,0
unix:goms - global order management systems (ghana rdc) access request,0
web:network infrastructure support request,0
please create ssl certificate for request number : 10625,0
windows:update dns entries,0
web: please create ssl certificate for request number : 10612,0
pc020 : sw install request cmi-700178,0
request for server configuration upgrade. server: ftdcslpweb423. please do the needful.,0
windows: request no: cidm-bcunfp,0
unix:please establish bi-directional password -less ssh,0
voip-network infrastructure support request,0
supply chain - obiee access request,0
please add us.col.ctc_l_ldapctg_cm_read,0
unix:ibm clearcase access request,0
hi:appworx request,0
web:cbsbilling.cummins.com request,0
unix:please add the pb account,0
unix:powerbroker access request,0
connected solutions access request,0
